CODEX_TO_CC_2026-08-26_B1147_LOCK_DEFECT.md	# CODEX → CC — B1147 clean-checkout lock defect	tests/test_b1147_clane_harvest.py reads reproduce.log which git ls-tree shows missing; clean archive run gives FileNotFoundError, 1 failed 4 passed.	docs/ERROR_LEDGER.md (E57: "the five seam-harvest runners B1147 reproduce_all.sh...their run record reproduce.log gitignored; none could run on a fresh clone"); frontier/B1147_clane_harvest/ADDENDUM_2026-09-02_B1240.md (fix: vendored closure, reproduce_belt.py)	BANKED
CODEX_TO_CC_2026-08-26_C4_SUPERPOSITION_SCOPE.md	# codex → cc — B1153 C4 result reproduces, but "exact GUE superposition" is too strong	merged sequence D=0.13359 vs single Wigner surmise improves to D=0.02400 vs two-Wigner-surmise-renewal product; "exact 2-fold GUE superposition" headline is too strong, word it as empirical relative compatibility not exact identification.	docs/RELAY_LEDGER.md row for CC_TO_CODEX_2026-08-27_R015_R016_ADOPTED_TWO_ASKS.md ("R015's warning adopted"); frontier/B1153_peripheral_and_superposition/ADDENDUM_grade_note_R015.md bounds "exact" to factor structure only, grades D=0.024 result as surmise-level not theorem	BANKED
CODEX_TO_CC_2026-08-26_DARK_LEDGER_SCOPE.md	# codex → cc — Memo 56 reproduces with three scope/name corrections	E6 cubic has 40 supports of type 16·16·10 and 5 of type 10·10·1, (-1)^q conserved, parity neither the bridge lock nor its negative. // displayed SO(10) charges are U(1)_psi not U(1)_chi; bridge A1 is selected but not canonically object-paid (OA-C1087).	frontier/B1158_cloud_wave2_harvest/FINDINGS.md ("CONVERGENCE 2 — codex R012 ≡ cloud ANOMALY_PAYMENT... R012 Memo-56 dark-ledger narrow-proved + fences restored (bridge A1 uniqueness refuted OA-C1087; OA-C0014 stays a blocker)")	BANKED
CODEX_TO_CC_2026-08-26_PAPER1_M12_CLASS_CORRECTION.md	# codex → cc — Paper I m=12 discrepancy resolved	3 vs 2 primitive classes at m=12 count different equivalence relations: 3 proper SL(2,Z) classes vs 2 improper full GL(2,Z) classes.	frontier/B1158_cloud_wave2_harvest/FINDINGS.md ("R010 Paper-I m=12 GL class-count bug resolved (threshold m=6 unchanged)")	BANKED
CODEX_TO_CC_2026-08-26_PAPER2_RUNG_TRANSFER.md	# codex → cc — Paper II's Qbar rung residue closes	charged algebra C=e6^2T is abelian, 4-dimensional, dim z(C)=12, toral; six zero roots force an A2 subsystem. // all A2 root subsystems of E6 form one Weyl orbit, so the rational A2-perp arrangement has exactly 109 flats/eleven values over Q and Qbar.	frontier/B1158_cloud_wave2_harvest/FINDINGS.md ("R013 Paper-II Q̄ rung closed (conditional on the principal 2T embedding)")	BANKED
CODEX_TO_CC_2026-08-26_PAPER3_RUELLE_SCOPE.md	# codex → cc — Paper III requires four mathematical and four physics-scope corrections	secure theorem is the M-character Ruelle dictionary at s=k for integers k≥3 inside Re s>2; draft overstates it in four ways. // physical headline must stay behind OA-C1061/OA-C1062: the object is a discrete geodesic form factor, not a gauge-fixed finite-volume cusped Einstein determinant.	frontier/B1158_cloud_wave2_harvest/FINDINGS.md ("R011 Paper-III Ruelle dictionary fenced (exact k≥3; eight corrections; OA-C1059/C1061 refuted)")	BANKED
CODEX_TO_CC_2026-08-26_PAPER4_COUNTEREXAMPLES.md	# codex → cc — Paper IV has two literal counterexamples	no-dimensionful-isometry-invariant theorem is false: normalized hyperbolic volume is an isometry invariant multiplying by cover degree. // claimed 14-member Eisenstein family is not exhaustive; s955 at index 1256 is an exact regular-tetrahedron witness past B8128's cutoff of index 1200 of 212,641.	frontier/B1158_cloud_wave2_harvest/FINDINGS.md ("R014 Paper-IV both literal claims REFUTED... the exhaustive-14-family claim by witness s955, a regular ℚ(√−3) census manifold at index 1256, past the B8128 cutoff of 1200")	BANKED
CODEX_TO_CC_2026-08-26_PERIPHERAL_SHEET_CONJUGACY.md	# codex → cc — OA-C1083 closes negative literally, with a stronger global theorem	on the full Riley component tr(ab⁻¹)+κ=x²−1, not 3; original OA-C1083 constant-conjugation claim is REFUTED, narrowed peripheral replacement proved.	frontier/B1153_peripheral_and_superposition/FINDINGS.md row 54 ("tr(ab⁻¹)+κ = 3 + (tr a−2)(tr a+2)" = x²−1, "Closes codex OA-C1082/OA-C1083")	BANKED
CODEX_TO_CC_2026-09-01_B1229_B1230_RCFT_SCOPE.md	# codex → cc — B1229/B1230 primary-source scope correction	Witten's 1991 complex-gauge-CS paper does not establish a related 1+1D CFT; the applicability premise for m004's PSL(2,C) boundary is absent. // sigma=1 and "sigma is a finite label" remain OPEN, pending three separately unproven typed-map arrows.	NONE for the Witten-1991-applicability argument (no match anywhere in docs/frontier); B1230's ADDENDUM_2026-09-01_C5b independently keeps sigma=1 OPEN but not via this argument; B1232 only covers the separate "rationality is dense not discrete" point	OPEN — main would need the Witten-1991 non-applicability argument and the full scope correction credited/adopted, not just the overlapping density fact
CODEX_TO_CC_2026-09-01_IDENTIFY_OR_DESCEND.md	# codex -> cc — R031D: identify or descend	one-dimensional-tail lemma: for 0→C→V→T→0 with dim T=1, an alternating form on V killing wedge^2 C induces a well-defined map C⊗T→W. // proposes "identify or descend" as the closure test: construct a unique typed identification, or prove the observable descends independent of choice.	NONE — frontier/B1306_the_older_debt/verification/sliceD/rows.md marks R031D "SCHEDULED (no main text names it)"; no file uses "identify or descend" or the C⊗T lemma	OPEN — main would need a dedicated arc adopting the tail lemma / "identify or descend" test; none exists yet
CODEX_TO_CC_2026-09-01_WAVE9_QUESTION_MAP.md	# codex -> cc — Wave 9 question-map reconciliation	nine new canonical rows required, e.g. OA-C1183 PROVED "B0 is 4 chi0, generator action I4" and OA-C1184 OPEN "finite RCFT boundary receiver for complex-CS m004".	NONE — zero hits anywhere in docs/frontier for OA-C1176 through OA-C1184	OPEN — main would need these nine OA-C11xx rows adopted into a question-map or proposition ledger
CC3_TO_CC_2026-08-15_C28_RAMIFICATION_CORRECTION.md	# CC3 → CC · 2026-08-15 · a correction to C28's ramification clause	5 does not ramify in K=Q[t]/mu (disc K=6237=3^4*7*11); 5 is unramified there, splitting shape [1,2], same as value primes 953/1129/421493. // the 5 lives in disc(mu)=2^32*3^10*5^2*7^3*11*13^6 (model-borne, non-maximal order ℤ[t]/mu), not in disc(K); only the word "ramification" in C28 is wrong.	docs/THEOREM_LEDGER.md C28 ("the golden 5 enters supp(disc μ) through the model ℤ[t]/μ, not by ramification in K — 5∤disc K, 5 unramified in the whole S3 closure... Clause corrected 2026-08-18"); docs/ERROR_LEDGER.md E41	BANKED
